Row,ProductID,TransactionDate,User,Price,Units,Discount,DepartureDate
498,2,1717592400000,258,118.17,7,0.85,1718495236000
499,2,1717008383000,72,145.02,6,0.98,1717894334000
500,4,1715978975000,179,93.53,10,0.08,1719097241000
501,9,1715688604000,119,212.84,2,0.73,1721462269000
502,8,1715567154000,169,15.82,10,0.95,1721272802000
503,8,1720469052000,241,100.01,9,0.52,1718724268000
504,10,1715989077000,108,239.9,9,0.21,1719946046000
505,2,1722285744000,105,116.51,4,0.0,1718746538000
506,9,1719631965000,277,212.84,9,0.16,1717664671000
507,10,1720198901000,9,118.16,9,0.65,1720022332000
508,1,1719669107000,47,266.21,4,0.37,1718233484000
509,2,1719518184000,268,135.4,8,0.74,1720242688000
510,2,1720955792000,270,26.1,8,0.9,1722335053000
511,6,1716918552000,181,92.37,2,0.12,1718629407000
512,1,1721093438000,194,132.49,7,0.5,1719688388000
513,6,1716434608000,180,195.37,8,0.93,1722224867000
514,6,1714855139000,22,28.52,3,0.56,1722278529000
515,9,1714537024000,158,213.03,4,0.18,1719896997000
516,7,1717251813000,183,295.64,7,0.63,1721319130000
517,10,1716793066000,193,233.27,7,0.78,1721419029000
518,2,1721176828000,280,176.35,3,0.47,1722375402000
519,7,1715429269000,298,15.8,6,0.65,1718535842000
520,9,1719259980000,199,102.66,2,0.17,1717282280000
521,7,1717461794000,183,109.55,5,0.95,1718060287000
522,9,1721822110000,256,273.85,1,0.9,1721136151000
523,6,1721721409000,75,176.38,5,0.63,1719675851000
524,5,1722172823000,38,245.21,7,0.4,1721660299000
525,6,1718074478000,123,197.84,5,0.98,1721554231000
526,5,1718612751000,54,112.24,2,0.96,1721136965000
527,1,1721025834000,50,114.57,8,0.22,1722164967000
528,4,1716711468000,75,89.54,10,0.35,1722245686000
529,1,1715471148000,75,187.82,1,0.23,1721612532000
530,2,1718902035000,164,200.54,5,0.6,1718184907000
531,1,1718718559000,32,298.56,7,0.63,1722281409000
532,8,1719956101000,6,65.75,1,0.05,1720011240000
533,8,1717864591000,248,272.8,5,0.02,1720655800000
534,4,1714848552000,152,88.82,8,0.16,1719587705000
535,2,1721563865000,250,257.24,8,0.35,1718007842000
536,4,1720566454000,197,180.87,9,0.54,1717791361000
537,10,1721039158000,129,280.22,2,0.52,1721105672000
538,2,1720264150000,181,190.14,9,0.23,1721738661000
539,4,1715565697000,224,95.96,7,0.82,1720353206000
540,10,1720754856000,271,84.82,4,0.93,1718609246000
541,2,1718250867000,144,89.72,4,0.15,1722335275000
542,7,1717913381000,93,131.51,10,0.8,1721190589000
543,10,1718949078000,242,160.9,2,0.45,1719544701000
544,8,1719554437000,228,299.75,4,0.52,1718812864000
545,8,1719114353000,215,160.09,1,0.72,1720820581000
546,4,1722224111000,229,233.04,10,0.23,1719473696000
547,4,1716499744000,185,91.55,9,0.8,1719828718000
548,8,1720081703000,257,218.66,5,0.29,1722369472000
549,5,1714662958000,144,53.07,10,0.51,1719381270000
550,2,1721734699000,158,86.19,8,0.15,1717233327000
551,6,1719890707000,58,30.97,9,0.02,1718068397000
552,6,1718163689000,102,131.0,2,0.27,1720265234000
553,6,1718106113000,142,52.98,3,0.3,1720302089000
554,3,1720525041000,198,148.44,3,0.47,1718347155000
555,4,1718897399000,249,70.08,9,0.11,1721247817000
556,7,1715438215000,187,268.75,8,0.16,1717342822000
557,1,1722117239000,65,53.92,8,0.44,1719358996000
558,10,1717800940000,127,222.92,8,0.84,1722151335000
559,6,1721000552000,25,262.86,8,0.89,1719313047000
560,5,1719026192000,272,148.86,3,0.71,1722170391000
561,8,1719559530000,154,182.37,6,0.4,1718321364000
562,6,1717906570000,233,49.73,3,0.36,1720871270000
563,5,1721474022000,233,258.92,5,0.1,1717265887000
564,1,1715324492000,249,156.34,7,0.28,1721769438000
565,5,1715892193000,133,229.17,8,0.06,1722141515000
566,2,1718871565000,127,262.93,7,0.38,1718320767000
567,9,1715112267000,44,211.27,1,0.52,1719718836000
568,8,1717855746000,278,42.89,4,0.13,1721715186000
569,2,1717792025000,210,154.83,9,0.58,1717664829000
570,2,1718857817000,198,45.06,3,0.49,1717452315000
571,1,1720787465000,209,251.05,9,0.83,1721128163000
572,4,1717255554000,67,234.05,10,0.02,1717428942000
573,5,1718112716000,44,193.47,1,0.01,1722239783000
574,9,1721332582000,280,47.72,10,0.19,1717260561000
575,4,1717448466000,131,11.22,8,0.42,1718508045000
576,7,1716670894000,264,143.15,3,0.36,1721218891000
577,9,1719608969000,254,111.98,5,0.92,1718937578000
578,8,1714595688000,109,84.61,2,0.3,1721381169000
579,8,1715061821000,99,30.9,8,0.17,1720575823000
580,4,1717833711000,182,262.11,5,0.92,1717836133000
581,10,1717835427000,102,221.63,9,0.89,1718068877000
582,7,1720347429000,142,190.15,7,0.61,1718906224000
583,6,1717735838000,11,49.74,8,0.92,1718138078000
584,3,1719452790000,49,149.91,9,0.89,1720369281000
585,5,1720508925000,152,109.03,2,0.88,1717244535000
586,10,1716378628000,171,121.71,10,0.91,1721700251000
587,8,1717747570000,23,173.98,6,0.39,1721439162000
588,10,1719799912000,146,114.64,5,0.73,1718745047000
589,1,1719329892000,48,108.26,4,0.78,1721460922000
590,2,1717974765000,45,213.15,8,0.18,1721543185000
591,6,1720313226000,239,243.91,2,0.12,1720091221000
592,10,1721971844000,97,65.48,9,0.04,1722171893000
593,3,1722022885000,99,232.19,6,0.16,1721161931000
594,7,1722355220000,18,95.65,8,0.91,1720713122000
595,10,1720128871000,241,161.41,10,0.62,1719906081000
596,3,1719100648000,271,265.22,3,0.97,1718138375000
597,10,1719874098000,148,50.56,9,0.83,1718483942000
598,5,1717319660000,187,83.05,2,0.38,1718871014000
599,5,1717772531000,126,51.53,9,0.82,1720757427000
600,10,1714747855000,58,38.11,9,0.54,1717251145000
601,8,1717743928000,163,113.91,8,0.95,1718396409000
602,7,1719124201000,48,141.86,5,0.18,1719265847000
603,1,1716057036000,271,115.25,5,0.85,1720583280000
604,2,1719994382000,86,276.49,4,0.23,1718354835000
605,5,1718939868000,146,192.53,8,0.51,1719807388000
606,4,1717346787000,246,96.53,1,0.32,1719653550000
607,6,1718793492000,283,217.84,10,0.8,1720905828000
608,9,1718368733000,217,26.03,10,0.76,1718845689000
609,4,1720606651000,71,96.48,7,0.28,1718687114000
610,1,1714867264000,155,189.22,2,0.02,1717889623000
611,3,1719802625000,125,211.17,7,0.28,1721387091000
612,4,1717077185000,105,29.64,5,0.12,1720338102000
613,3,1714706903000,147,290.85,1,0.77,1718555779000
614,8,1721155192000,203,247.95,1,0.72,1719750025000
615,6,1716656703000,183,281.84,10,0.88,1720916644000
616,1,1718305721000,126,252.91,10,0.59,1720603728000
617,5,1720846187000,180,54.97,2,0.8,1719305206000
618,5,1718924738000,11,229.37,7,0.28,1720483449000
619,5,1714688643000,253,232.61,8,0.64,1719342809000
620,1,1719866474000,61,185.55,10,0.2,1719048947000
621,8,1717085830000,50,212.72,5,0.29,1720714933000
622,8,1716970775000,179,191.54,5,0.25,1720527152000
623,5,1720750378000,169,297.5,7,0.31,1719927591000
624,9,1719948785000,300,67.17,2,0.49,1721729192000
625,9,1717407129000,289,113.03,2,0.27,1722368662000
626,4,1719433050000,34,271.01,1,0.24,1721929590000
627,4,1721479755000,283,46.59,4,0.41,1720734380000
628,3,1718499215000,190,277.48,4,0.72,1717638401000
629,8,1721731938000,5,123.99,2,0.52,1721864892000
630,4,1722038792000,28,55.33,7,0.21,1720628588000
631,4,1716030847000,3,172.02,9,0.8,1719761451000
632,5,1719805115000,13,245.61,7,0.29,1721578762000
633,9,1720390003000,269,230.9,5,0.18,1719042359000
634,9,1716127338000,156,276.15,6,0.02,1718772020000
635,10,1721359977000,86,60.76,6,0.12,1720559444000
636,5,1722047759000,239,142.68,2,0.28,1719113293000
637,4,1721373897000,17,34.54,9,0.8,1722209050000
638,1,1721651049000,200,78.48,8,0.08,1719172597000
639,8,1714962719000,81,50.7,7,0.88,1721717948000
640,3,1716827832000,40,254.38,9,0.61,1717648734000
641,10,1719326108000,277,293.4,8,0.22,1719239620000
642,1,1715056190000,2,147.45,10,0.3,1722057078000
643,6,1720685419000,234,205.06,4,0.3,1720063872000
644,8,1721527724000,44,97.45,8,0.09,1718038457000
645,8,1716931778000,96,179.3,3,0.25,1721798617000
646,9,1720875747000,57,137.37,6,0.22,1721094457000
647,2,1717560269000,68,128.72,4,0.37,1720887530000
648,2,1722320155000,170,207.52,7,0.59,1720327002000
649,1,1718166207000,156,83.98,10,0.51,1718662549000
650,8,1720868057000,20,270.46,9,0.17,1719943734000
651,10,1716893237000,62,111.44,6,0.63,1720792221000
652,6,1714829862000,124,255.09,6,0.45,1720765529000
653,6,1714980090000,208,151.36,4,0.53,1720351391000
654,5,1719334933000,239,152.08,1,0.72,1719774180000
655,8,1721014271000,287,259.28,9,0.82,1718537622000
656,8,1720800838000,245,293.57,3,0.04,1721828816000
657,8,1715214648000,153,248.29,2,1.0,1720118813000
658,6,1716798846000,30,110.79,10,0.77,1721784304000
659,9,1715642581000,208,142.54,1,0.19,1719432085000
660,4,1722148646000,41,124.26,6,0.28,1719360943000
661,8,1721776132000,284,278.77,3,0.63,1717797377000
662,6,1721497786000,196,266.8,2,0.77,1718181347000
663,5,1717362769000,194,170.0,9,0.2,1719785171000
664,3,1717743561000,153,118.99,10,0.35,1719695288000
665,9,1714723698000,120,249.67,9,0.96,1718579122000
666,4,1718824550000,212,78.03,7,0.43,1721518833000
667,1,1717838786000,223,34.04,5,0.55,1722008309000
668,6,1719829785000,89,222.83,8,0.6,1720063739000
669,9,1716832759000,214,57.55,9,0.4,1717594263000
670,5,1717017786000,64,76.95,6,0.2,1721436231000
671,5,1717793280000,125,236.25,1,0.81,1718637041000
672,10,1716909301000,156,75.03,6,0.36,1719415291000
673,10,1718861968000,98,53.2,9,0.31,1719413630000
674,9,1715419257000,66,193.46,7,0.73,1721981953000
675,8,1714769127000,145,87.21,10,0.76,1718888445000
676,8,1717813975000,57,138.62,8,0.47,1719408882000
677,9,1722077601000,93,274.44,9,0.24,1718487063000
678,8,1717278153000,287,280.85,5,0.64,1718901567000
679,2,1717489458000,258,80.34,10,0.52,1720973037000
680,1,1720031747000,105,299.86,9,0.54,1720025358000
681,4,1720845159000,250,230.88,10,0.49,1719432900000
682,9,1721657619000,67,42.78,2,0.07,1718597945000
683,7,1717625583000,42,81.04,5,0.11,1717847177000
684,2,1718752980000,150,132.49,10,0.08,1719877808000
685,2,1716322183000,206,119.33,1,0.87,1717437447000
686,9,1718556704000,220,216.73,8,0.92,1718881358000
687,8,1719344005000,162,69.89,5,0.02,1718786840000
688,9,1715848280000,27,256.38,7,0.96,1720562423000
689,9,1721642373000,91,264.4,3,0.9,1718660920000
690,9,1717247372000,172,261.61,4,0.19,1722137577000
691,3,1721772893000,293,75.69,6,0.84,1719164381000
692,2,1714947456000,22,224.59,3,0.45,1717673428000
693,10,1718138378000,285,29.62,5,0.7,1721442218000
694,7,1719404721000,208,136.23,6,0.42,1718530216000
695,1,1720227728000,297,146.5,10,0.82,1717200225000
696,2,1717895167000,235,160.61,4,0.16,1721820995000
697,5,1716445168000,261,148.73,5,0.18,1720541884000
698,3,1714903198000,101,143.3,6,0.88,1718821563000
699,7,1721372782000,143,151.55,1,0.75,1721873749000
700,8,1715300490000,60,99.73,4,0.75,1719574891000
701,3,1716747497000,225,165.77,9,0.42,1721669139000
702,8,1715456201000,185,72.09,10,0.68,1718873537000
703,2,1721188133000,6,12.59,4,0.14,1720149468000
704,4,1718988847000,7,293.86,8,0.03,1718605200000
705,2,1717154397000,132,190.01,6,0.39,1717973993000
706,9,1716650831000,244,237.36,1,0.06,1720414631000
707,7,1716179736000,157,139.93,10,0.5,1717462306000
708,4,1717674832000,271,33.2,7,0.91,1719193104000
709,5,1718887477000,294,225.29,9,0.24,1722021014000
710,2,1720621367000,112,195.53,4,0.34,1720906419000
711,4,1721198350000,146,276.27,9,0.2,1721023365000
712,8,1719333158000,88,198.28,9,0.95,1717300295000
713,9,1719359864000,173,290.53,7,0.04,1721935548000
714,8,1720774107000,283,26.89,5,0.64,1718305840000
715,3,1716561690000,127,189.89,8,0.74,1721960178000
716,3,1716906260000,2,155.9,2,0.89,1722089815000
717,2,1719712128000,137,52.75,4,0.65,1717809633000
718,10,1720551834000,39,37.15,7,0.2,1717738942000
719,10,1720389122000,188,272.51,6,0.74,1720537711000
720,1,1714896395000,31,298.45,8,0.22,1718216917000
721,6,1717200399000,41,155.6,10,0.51,1721931785000
722,3,1720558574000,136,26.04,4,0.14,1718126707000
723,10,1715764911000,237,49.36,1,0.7,1717603684000
724,6,1721854760000,111,297.58,6,0.19,1720684205000
725,6,1718819775000,188,277.17,7,0.12,1720619138000
726,8,1718265111000,8,282.21,1,0.74,1719168370000
727,5,1719048195000,129,110.81,4,0.79,1720621122000
728,2,1718569976000,197,95.29,10,0.94,1721292962000
729,7,1721126662000,123,199.27,9,0.06,1717380061000
730,3,1718844532000,98,258.65,6,0.07,1718675868000
731,4,1717266822000,36,101.31,2,0.62,1721338122000
732,3,1719956602000,195,296.87,2,0.55,1719018377000
733,4,1722103774000,119,236.7,1,0.47,1717688485000
734,4,1715726633000,283,261.34,3,0.11,1720247743000
735,4,1722344797000,292,53.93,3,0.28,1719155587000
736,7,1719372376000,289,221.99,2,0.14,1718241352000
737,6,1717599720000,160,298.76,1,0.73,1719832327000
738,3,1719246407000,201,152.72,9,0.82,1719502605000
739,2,1715756173000,187,160.15,9,0.96,1720758187000
740,3,1718187444000,256,293.63,3,0.42,1720947752000
741,9,1720082736000,54,135.28,5,0.52,1717276356000
742,7,1720493774000,229,107.2,7,0.93,1720092835000
743,2,1721112842000,224,200.72,3,0.81,1721025402000
744,6,1716712137000,99,211.62,9,0.47,1721422264000
745,9,1719632259000,271,215.34,5,0.12,1717848011000
746,9,1717054955000,143,240.36,7,0.89,1720581372000
747,6,1717009680000,72,154.69,10,0.74,1718161670000
748,8,1719414050000,166,123.62,3,0.51,1720774594000
749,1,1720297596000,170,190.47,4,0.56,1718057902000
750,1,1718799757000,229,155.56,6,0.9,1717426100000
751,2,1722029894000,129,82.73,5,0.51,1718646040000
752,8,1720927367000,220,128.09,6,0.38,1719463695000
753,1,1716194541000,236,250.44,2,0.18,1719018483000
754,8,1717170078000,288,207.45,10,0.62,1720234687000
755,2,1719034886000,267,134.13,3,0.98,1718118183000
756,10,1717275309000,12,137.38,6,0.1,1722268340000
757,9,1715092276000,293,283.17,4,0.55,1719707695000
758,8,1722373759000,279,234.81,10,0.98,1718159655000
759,4,1719465266000,63,167.5,8,0.54,1719072993000
760,10,1720065867000,208,227.07,6,0.3,1718289120000
761,7,1720079826000,274,287.65,9,0.13,1718641654000
762,2,1719762451000,137,276.0,9,0.95,1719273863000
763,8,1719070632000,187,93.69,4,0.74,1721871728000
764,10,1719210838000,6,144.82,7,0.83,1719367019000
765,10,1720913035000,177,296.48,8,0.39,1720231381000
766,5,1722163348000,207,154.95,1,0.88,1720302775000
767,1,1716057859000,157,201.93,9,0.51,1721074967000
768,4,1718589963000,232,44.56,1,0.25,1719794060000
769,3,1717900490000,157,20.47,6,0.6,1720624758000
770,9,1719824280000,92,138.58,7,0.8,1720253658000
771,7,1722149197000,195,288.01,9,0.76,1718263089000
772,5,1715487141000,278,204.95,5,0.45,1719962180000
773,6,1718557658000,198,159.65,3,0.1,1718338672000
774,7,1719926291000,146,229.1,6,0.61,1719386249000
775,8,1721408187000,248,65.94,10,0.57,1719581269000
776,10,1720838596000,135,158.47,6,0.7,1719968186000
777,10,1715140989000,253,181.75,2,0.95,1717722398000
778,1,1718324345000,208,192.63,2,0.39,1722314466000
779,7,1716152302000,175,34.09,2,0.78,1721491767000
780,1,1716425671000,10,256.06,6,0.35,1717454656000
781,5,1714919988000,115,269.05,3,0.67,1722228525000
782,4,1715443569000,210,236.11,1,0.8,1721537970000
783,10,1715161396000,268,232.19,3,0.59,1718109740000
784,2,1718248476000,19,179.99,2,0.5,1718003511000
785,8,1717897874000,117,152.69,6,0.13,1718144582000
786,2,1719289771000,263,235.66,9,0.73,1719268015000
787,5,1722153892000,88,154.94,6,0.99,1717677588000
788,5,1719159744000,163,284.31,4,0.38,1720164055000
789,8,1715633330000,132,72.64,8,0.95,1720488559000
790,10,1718438163000,109,146.01,7,0.14,1721827465000
791,9,1716330056000,221,93.28,3,0.72,1718545680000
792,5,1720594158000,225,171.17,8,0.7,1720046722000
793,3,1722194795000,107,76.59,3,0.17,1722282866000
794,5,1717323587000,233,68.91,3,0.87,1720243232000
795,3,1714539316000,243,117.58,5,0.09,1720324499000
796,6,1722159040000,260,269.15,10,0.57,1720447651000
797,3,1718027356000,289,264.05,9,0.98,1720882668000
798,3,1716218644000,195,229.2,3,0.56,1720036868000
799,1,1717076669000,28,22.73,8,0.24,1719255805000
800,4,1722170553000,71,28.9,4,0.19,1721818049000
801,6,1715294751000,70,239.12,5,0.55,1720978694000
802,2,1716741780000,78,133.19,4,0.35,1718121702000
803,6,1715818994000,87,196.6,3,0.26,1719436792000
804,6,1720641342000,205,105.67,2,0.38,1721497699000
805,8,1715803782000,63,125.2,10,0.12,1721063789000
806,2,1716531686000,167,278.2,10,0.1,1720660780000
807,10,1716270290000,142,122.42,7,0.09,1720376306000
808,3,1717877399000,213,151.0,10,0.85,1718257849000
809,4,1716684497000,148,229.03,3,0.31,1721844683000
810,4,1721379814000,224,223.14,6,0.65,1720076791000
811,2,1716590928000,34,24.75,8,0.75,1719448840000
812,8,1716333802000,269,120.04,6,0.76,1721697074000
813,10,1716463796000,292,271.12,3,0.41,1719789077000
814,3,1720955454000,162,94.0,7,0.52,1720880493000
815,9,1720214927000,298,273.45,2,0.22,1717889140000
816,8,1717680112000,104,132.74,10,0.69,1722138254000
817,6,1716054592000,62,157.53,5,0.97,1719420296000
818,10,1718505141000,122,166.62,5,0.14,1718214884000
819,4,1721989138000,151,158.33,5,0.18,1717866226000
820,7,1714873565000,25,27.1,5,0.94,1719242864000
821,2,1720494601000,295,190.04,1,0.96,1721788434000
822,1,1715893101000,29,258.21,7,0.97,1720537784000
823,6,1720360759000,165,296.72,6,0.34,1718563701000
824,6,1715740948000,159,195.48,2,0.34,1720032717000
825,6,1718826646000,106,246.49,10,0.53,1719553734000
826,8,1718468669000,112,183.09,4,0.91,1717292562000
827,9,1715611182000,207,142.04,7,0.86,1719053641000
828,9,1717384957000,167,259.53,1,1.0,1719972977000
829,6,1721683184000,216,57.32,6,0.54,1718350266000
830,3,1718621566000,226,267.16,4,0.11,1719841977000
831,5,1721076680000,95,193.67,1,0.96,1721273265000
832,2,1719843449000,264,180.52,2,0.41,1722265944000
833,6,1718874645000,150,89.58,8,0.19,1720057864000
834,4,1718629113000,181,219.07,9,0.97,1718314742000
835,7,1717532274000,220,150.8,1,0.77,1717213550000
836,9,1716130861000,200,193.95,5,0.56,1717274656000
837,6,1722168002000,263,182.02,4,0.27,1721214284000
838,9,1721842337000,195,52.31,9,0.01,1718242027000
839,3,1720056641000,126,251.75,8,0.78,1722028453000
840,10,1715781049000,286,212.75,3,0.48,1718774501000
841,4,1717343657000,81,162.59,6,0.26,1720400927000
842,2,1721617556000,53,203.1,7,0.02,1720226553000
843,1,1719129469000,164,273.45,6,0.98,1720631360000
844,2,1719948497000,244,88.26,3,0.24,1718127687000
845,6,1717359185000,134,97.1,7,0.34,1720658891000
846,6,1721291895000,276,114.54,3,0.27,1717923609000
847,2,1718931994000,30,45.74,8,0.96,1719102108000
848,10,1718136223000,54,59.87,1,0.05,1718048032000
849,6,1715974151000,230,168.99,5,0.07,1721725388000
850,9,1720778610000,201,241.87,4,0.31,1720588729000
851,8,1717219828000,169,95.06,10,0.14,1722210314000
852,7,1722230642000,154,198.02,9,0.44,1720404058000
853,9,1716131802000,111,21.79,8,0.63,1718425665000
854,10,1717800576000,72,113.22,2,0.79,1721863056000
855,10,1716107219000,85,156.9,6,0.03,1720482146000
856,4,1720506093000,155,160.4,8,0.69,1719146860000
857,8,1715527890000,155,153.22,6,0.24,1722333068000
858,6,1720430469000,52,264.77,8,0.67,1720303506000
859,2,1719528035000,29,268.85,2,0.7,1720189859000
860,8,1714669191000,16,22.89,4,0.89,1719575606000
861,8,1714916583000,263,68.78,8,0.99,1721070422000
862,1,1717206913000,40,240.05,5,0.59,1721879987000
863,4,1718171126000,299,170.91,10,0.51,1720432566000
864,8,1719944699000,203,203.9,3,0.96,1718326139000
865,9,1718067945000,65,273.85,1,0.54,1718448196000
866,5,1718963680000,128,240.73,3,0.66,1719104369000
867,5,1718022286000,182,129.6,5,0.83,1720803231000
868,3,1716534061000,168,48.39,8,0.48,1720478231000
869,7,1720959344000,45,104.67,3,0.3,1720056238000
870,9,1719036798000,23,146.86,4,0.19,1719809109000
871,9,1718002159000,177,137.52,1,0.85,1717401684000
872,8,1717962411000,214,281.74,8,0.33,1720405144000
873,7,1719198470000,117,171.13,2,0.39,1721840606000
874,2,1714849123000,198,79.76,2,0.2,1720128950000
875,4,1717123497000,265,25.94,10,0.99,1721611939000
876,5,1714647791000,204,74.43,8,0.11,1720114370000
877,7,1716554399000,155,177.86,8,0.76,1719992994000
878,7,1718987352000,122,58.54,6,0.3,1720111125000
879,6,1716190478000,198,41.84,9,0.28,1722059843000
880,7,1720678329000,214,57.42,8,0.31,1721660914000
881,5,1717048343000,177,197.43,4,0.36,1720356796000
882,3,1720993931000,216,199.73,4,0.42,1722039120000
883,2,1715116366000,276,19.41,8,0.18,1718837495000
884,6,1715388347000,226,243.43,2,0.04,1717287258000
885,9,1716684394000,12,224.4,9,0.58,1721424578000
886,6,1718149535000,151,163.95,8,0.86,1719549515000
887,6,1721295251000,270,132.18,10,0.35,1719968472000
888,9,1719864396000,286,90.62,7,0.91,1720096049000
889,6,1716316912000,51,163.78,2,0.48,1718615605000
890,4,1714951607000,120,196.24,3,0.11,1721582308000
891,10,1717067303000,168,87.88,9,0.57,1722224202000
892,4,1722370342000,295,164.7,1,0.23,1719689652000
893,2,1714745022000,203,127.1,6,0.74,1719046568000
894,1,1715833181000,287,10.24,5,0.09,1719257537000
895,8,1718669082000,151,63.53,2,0.7,1718768946000
896,1,1718492602000,114,272.54,8,0.74,1721975862000
897,2,1719940981000,54,225.4,10,0.71,1721509066000
898,2,1721299697000,77,178.61,1,0.74,1721835836000
899,7,1721002339000,234,250.34,9,0.47,1718860607000
900,2,1717618667000,216,59.61,5,0.92,1717470535000
901,8,1716450590000,163,113.01,9,0.12,1721672440000
902,3,1719960955000,66,213.21,2,0.73,1721225525000
903,6,1717817505000,101,47.21,8,0.19,1718362311000
904,5,1719647610000,235,230.89,4,0.99,1721088658000
905,4,1716543563000,176,206.57,6,0.12,1717820427000
906,9,1717889010000,156,226.71,6,0.74,1722196774000
907,8,1722077761000,36,256.48,10,0.76,1718988220000
908,4,1719351634000,97,50.15,2,0.63,1717586813000
909,2,1720249457000,168,41.3,6,0.81,1722306480000
910,5,1716869323000,116,47.08,9,0.46,1721901026000
911,8,1715026087000,257,293.15,8,0.8,1719573269000
912,2,1718051600000,164,281.86,2,0.72,1721250724000
913,9,1720321531000,291,224.94,9,0.74,1718414108000
914,6,1716305858000,197,45.72,10,0.52,1720505223000
915,1,1718250315000,248,268.93,8,0.08,1719427271000
916,1,1720213482000,164,196.13,4,0.61,1719566813000
917,9,1721895803000,75,120.53,10,0.87,1718931034000
918,5,1719862018000,195,214.76,10,0.52,1719956762000
919,1,1716768477000,220,100.78,10,0.18,1718464602000
920,4,1721719676000,209,178.7,1,0.2,1717528860000
921,9,1719369962000,177,155.43,4,0.66,1717200504000
922,3,1719786489000,16,75.41,4,0.58,1721764288000
923,8,1715714512000,249,246.91,6,0.76,1718036605000
924,4,1716528016000,50,28.88,8,0.56,1718689862000
925,10,1722288326000,269,16.16,7,0.16,1721571155000
926,3,1718031496000,206,115.71,10,0.19,1718756052000
927,5,1721266233000,215,248.37,3,0.81,1720326634000
928,6,1716971137000,118,106.25,2,0.47,1720022283000
929,10,1720277637000,42,77.56,8,0.41,1717972225000
930,1,1719306402000,169,216.73,4,0.72,1721249376000
931,3,1714936764000,42,66.77,3,0.86,1718501129000
932,2,1719191715000,280,288.21,5,0.85,1718521593000
933,7,1722096951000,133,85.53,5,0.13,1719200843000
934,2,1716633603000,124,113.24,4,0.98,1721689932000
935,3,1718299440000,155,267.99,1,0.52,1721802264000
936,9,1717345410000,141,67.81,3,0.48,1717780452000
937,9,1718438439000,287,99.85,9,0.79,1720774002000
938,6,1721319816000,208,141.94,4,0.42,1720278647000
939,7,1719746783000,70,204.52,10,0.79,1718518438000
940,8,1719697106000,217,130.01,6,0.32,1717623192000
941,8,1717685714000,244,241.9,5,0.4,1717208411000
942,4,1718187443000,161,218.67,6,0.65,1721616559000
943,9,1719471663000,23,31.69,10,0.65,1720653703000
944,9,1715405375000,57,228.01,3,0.15,1721068769000
945,6,1715446771000,58,69.97,6,0.56,1722076241000
946,9,1718403135000,229,182.44,2,0.46,1722008965000
947,7,1717761243000,253,298.75,1,0.24,1717738994000
948,1,1714688935000,42,31.94,10,0.53,1722195787000
949,3,1717248705000,95,101.25,7,0.22,1720680642000
950,10,1719805968000,170,142.04,3,0.52,1721331683000
951,9,1720120208000,99,28.67,6,0.58,1717883134000
952,3,1715304734000,265,116.21,9,0.61,1721264518000
953,4,1721303990000,98,15.21,7,0.66,1720708221000
954,5,1716177866000,71,202.01,10,0.42,1719489703000
955,8,1716552110000,141,298.2,8,0.74,1722010064000
956,7,1717039894000,141,173.65,10,1.0,1717747732000
957,2,1722272178000,296,148.21,4,0.54,1721098119000
958,6,1714795431000,255,150.47,9,0.4,1718151933000
959,3,1717054896000,15,67.73,10,0.23,1719955875000
960,6,1715217419000,287,59.31,9,0.83,1718867889000
961,9,1719501325000,263,151.77,10,0.77,1722072135000
962,8,1718724168000,282,287.47,6,0.74,1718747687000
963,6,1721073383000,157,101.45,5,0.18,1722347567000
964,10,1719831946000,105,177.77,5,0.68,1717347900000
965,6,1721526639000,295,287.63,9,0.88,1718246119000
966,8,1716382710000,138,255.8,6,0.25,1722366600000
967,4,1716354111000,177,177.61,6,0.79,1719689209000
968,8,1721486469000,67,99.76,6,0.34,1717795909000
969,1,1716136712000,296,265.46,1,0.99,1722107589000
970,1,1719848226000,139,24.58,9,0.02,1719675658000
971,3,1715400555000,168,203.2,3,0.06,1717360905000
972,3,1716101266000,74,140.35,7,0.13,1720551677000
973,4,1720487983000,294,240.83,5,0.21,1717447341000
974,1,1717580694000,261,88.1,8,0.09,1719887362000
975,4,1718877994000,183,54.78,8,0.41,1721073668000
976,8,1720044932000,292,218.74,1,0.91,1720478977000
977,3,1717383059000,161,32.62,6,0.7,1719446784000
978,9,1722300760000,230,131.1,10,0.93,1720276744000
979,4,1717550355000,278,262.05,1,0.54,1717995290000
980,8,1721015538000,155,281.77,3,0.95,1719087419000
981,6,1718574388000,210,263.38,1,0.92,1717694508000
982,9,1715537600000,109,137.01,6,0.59,1717492767000
983,8,1719191378000,79,64.78,4,0.56,1718422413000
984,10,1717785838000,130,40.69,5,0.89,1721166962000
985,6,1719916280000,300,217.33,8,0.33,1722206720000
986,8,1719596160000,268,68.5,5,0.15,1717354583000
987,10,1716751820000,191,158.86,5,0.9,1721775839000
988,7,1715369028000,84,79.55,2,0.12,1717230636000
989,8,1719951847000,113,294.23,2,0.03,1718970152000
990,3,1719771197000,298,189.38,5,0.14,1717632659000
991,3,1718548225000,218,114.18,10,0.25,1717490970000
992,8,1715701496000,270,159.36,3,0.99,1721762014000
993,7,1718888577000,296,263.51,6,0.06,1718852786000
994,3,1714928000000,173,29.27,4,0.89,1717539515000
995,10,1720503246000,7,200.88,4,0.36,1721575986000
